skill_overlap,years_experience,salary_offered,distance_km,seniority,contract_type,remote,match
0.506,2.4,27701,181.0,junior,full_time,yes,1
0.368,6.0,41130,42.7,mid,full_time,no,1
0.832,4.7,28539,156.6,mid,internship,yes,1
0.546,0.4,31666,43.6,junior,full_time,no,0
0.275,4.9,50021,24.3,mid,freelance,no,1
0.458,1.0,31423,27.8,junior,full_time,yes,1
0.235,3.2,31821,170.6,junior,full_time,yes,0
0.591,3.9,43707,26.5,mid,full_time,no,1
0.445,0.5,37047,55.1,junior,freelance,no,0
0.159,0.8,23556,7.5,junior,full_time,no,1
0.786,9.1,65244,83.7,senior,full_time,yes,1
0.399,7.1,62800,49.0,senior,full_time,no,0
0.22,5.6,21170,99.6,mid,internship,no,0
0.501,13.9,66419,169.1,senior,full_time,yes,1
0.112,6.7,80464,35.3,senior,freelance,no,0
0.369,0.2,31134,75.7,junior,full_time,no,1
0.266,6.4,46281,48.3,mid,full_time,no,1
0.351,0.7,28567,54.9,junior,full_time,yes,1
0.189,1.6,27569,11.9,junior,full_time,no,0
0.527,3.9,45284,110.0,mid,full_time,yes,1
0.208,5.6,43512,4.8,mid,full_time,no,0
0.385,5.7,44770,206.8,mid,full_time,yes,0
0.824,2.2,36114,40.6,junior,full_time,no,1
0.436,1.5,23050,11.3,junior,part_time,no,0
0.299,4.7,62245,74.0,senior,full_time,no,0
0.143,1.2,18536,46.0,junior,part_time,no,0
0.267,0.3,31787,41.5,junior,full_time,yes,0
0.599,0.8,31513,58.1,junior,full_time,yes,1
0.625,5.1,45426,112.9,mid,full_time,no,0
0.899,7.0,45083,72.2,mid,full_time,yes,1
0.24,3.4,28805,79.9,mid,part_time,yes,1
0.133,0.0,33378,20.1,junior,full_time,no,0
0.506,2.2,32700,15.6,junior,full_time,no,1
0.28,11.5,48863,3.3,senior,part_time,yes,1
0.652,3.9,43283,59.5,mid,full_time,no,1
0.715,3.3,42650,89.2,mid,full_time,no,1
0.366,5.6,40700,81.7,mid,full_time,no,1
0.361,4.1,28388,89.2,mid,part_time,yes,1
0.401,2.3,30011,106.1,junior,full_time,no,0
0.423,1.5,22778,60.9,junior,full_time,no,0
0.54,3.5,30361,75.4,mid,part_time,yes,0
0.187,1.9,33991,32.2,junior,full_time,no,1
0.691,7.2,76207,30.9,senior,freelance,no,1
0.734,7.0,32841,87.2,mid,part_time,no,0
0.395,7.2,42229,47.6,mid,full_time,yes,1
0.556,10.1,69285,89.9,senior,freelance,no,1
0.558,4.0,44710,287.2,mid,full_time,yes,0
0.902,13.5,38569,126.9,senior,internship,yes,1
0.462,2.4,46040,172.8,mid,full_time,yes,1
0.162,5.6,63626,79.8,senior,full_time,no,1
0.842,2.4,27410,51.1,junior,full_time,yes,1
0.354,7.3,43988,34.3,mid,full_time,no,1
0.247,5.2,37598,66.9,mid,full_time,no,0
0.405,1.6,31686,41.4,junior,full_time,yes,0
0.438,2.9,14839,126.9,junior,internship,no,0
0.269,8.9,49776,60.1,senior,part_time,no,1
0.222,5.1,51337,93.2,mid,full_time,yes,1
0.562,0.5,27048,57.8,junior,full_time,no,1
0.604,1.2,28488,41.8,junior,full_time,no,1
0.111,1.0,28105,72.5,junior,full_time,no,0
0.095,2.1,21074,13.9,junior,full_time,no,0
0.652,12.7,67140,207.1,senior,full_time,no,0
0.267,4.7,14918,26.8,mid,internship,no,1
0.123,0.1,24281,70.5,junior,part_time,yes,0
0.496,3.3,40839,45.4,mid,full_time,yes,0
0.301,2.9,12816,61.7,junior,internship,no,0
0.238,2.1,20865,16.3,junior,part_time,no,0
0.364,3.9,38620,45.9,mid,full_time,yes,0
0.446,5.5,42868,19.6,mid,full_time,yes,1
0.42,10.7,61164,46.8,senior,full_time,no,1
0.414,3.8,37487,51.5,mid,full_time,no,1
0.615,5.1,42495,129.6,mid,full_time,yes,1
0.826,4.5,28075,113.6,mid,internship,yes,1
0.572,8.6,69478,7.2,senior,full_time,yes,1
0.518,2.9,47846,112.2,mid,freelance,yes,1
0.61,15.0,64427,7.1,senior,full_time,no,1
0.643,6.9,41360,216.9,mid,full_time,yes,1
0.565,8.8,60820,26.6,senior,full_time,no,1
0.177,3.3,25175,400.0,junior,full_time,yes,0
0.748,5.4,44186,39.8,mid,full_time,yes,1
0.236,5.0,39444,59.2,mid,full_time,no,0
0.356,5.3,41788,33.3,mid,full_time,no,0
0.6,1.8,39688,79.1,mid,full_time,yes,1
0.806,10.0,69721,12.1,senior,full_time,yes,1
0.561,13.1,37986,11.0,senior,internship,no,1
0.364,1.5,33448,6.8,junior,full_time,no,0
0.424,3.8,46766,43.1,mid,full_time,no,0
0.219,2.2,38774,97.6,mid,full_time,no,0
0.156,0.9,24990,54.2,junior,full_time,no,0
0.445,2.2,29230,51.4,junior,full_time,no,0
0.125,2.5,24898,51.0,junior,full_time,no,0
0.261,4.7,49123,13.2,mid,freelance,no,1
0.302,5.0,40788,2.2,mid,full_time,no,0
0.382,11.5,68208,23.3,senior,full_time,no,1
0.649,4.7,45308,14.4,mid,full_time,no,1
0.641,12.3,65878,30.1,senior,full_time,yes,1
0.13,0.8,12000,15.3,junior,internship,no,0
0.379,6.3,46796,112.1,mid,full_time,yes,0
0.301,0.0,30061,70.2,junior,freelance,no,0
0.061,2.3,43178,28.9,mid,full_time,yes,0
0.571,6.8,49734,54.1,senior,part_time,yes,1
0.713,12.1,68294,60.8,senior,full_time,yes,1
0.651,9.4,64772,109.5,senior,full_time,yes,1
0.634,0.0,12000,54.8,junior,internship,yes,1
0.354,1.8,29370,29.8,junior,full_time,yes,1
0.145,3.0,30893,87.6,junior,full_time,no,0
0.364,0.2,27569,5.3,junior,full_time,no,0
0.299,3.3,41558,4.4,mid,full_time,no,1
0.326,5.1,37847,72.4,mid,full_time,no,0
0.227,4.9,45059,81.4,mid,full_time,yes,1
0.364,7.1,37802,60.1,senior,internship,no,0
0.485,2.5,41625,36.6,mid,full_time,no,1
0.721,9.6,71340,152.8,senior,freelance,no,0
0.289,1.2,15686,86.9,junior,internship,no,0
0.176,1.2,28581,64.4,junior,full_time,no,0
0.778,6.3,41857,37.5,mid,full_time,no,1
0.257,9.5,61209,11.7,senior,full_time,no,0
0.363,3.4,28888,93.7,junior,full_time,no,0
0.393,6.8,43829,56.0,mid,full_time,yes,1
0.188,5.1,43466,15.2,mid,full_time,no,0
0.827,3.8,27523,55.1,junior,full_time,no,1
0.131,1.9,33332,159.5,junior,full_time,yes,0
0.57,13.7,74743,111.3,senior,freelance,no,1
0.263,2.2,53183,15.9,mid,freelance,no,1
0.362,2.4,28780,31.8,junior,full_time,no,1
0.669,10.0,62896,19.7,senior,full_time,yes,1
0.583,2.4,30925,25.9,junior,full_time,no,1
0.415,7.0,63725,37.9,senior,full_time,no,1
0.025,0.2,27286,116.9,junior,full_time,yes,0
0.703,4.7,45633,81.1,mid,full_time,no,1
0.687,2.2,23627,13.8,junior,full_time,no,1
0.372,0.5,22709,94.4,junior,full_time,yes,1
0.5,6.5,64233,28.2,senior,full_time,no,1
0.353,1.3,34221,116.0,junior,freelance,yes,0
0.411,2.6,35236,7.8,junior,freelance,no,1
0.369,1.6,15907,50.4,junior,internship,no,0
0.801,5.0,35383,27.5,mid,full_time,yes,1
0.502,8.9,61602,26.7,senior,full_time,no,0
0.571,5.6,60591,5.5,senior,full_time,no,0
0.588,2.6,21402,49.2,junior,full_time,no,1
0.246,2.8,20404,61.7,junior,part_time,no,0
0.051,0.0,17188,28.6,junior,internship,no,1
0.272,4.1,45399,73.2,mid,full_time,no,1
0.257,7.2,78730,37.6,senior,freelance,yes,1
0.796,6.5,40047,28.8,mid,full_time,no,1
0.328,4.3,45788,22.3,mid,full_time,no,1
0.476,0.0,27264,12.7,junior,full_time,no,1
0.487,8.4,48962,223.1,senior,part_time,no,1
0.439,7.7,39682,55.9,mid,full_time,no,1
0.691,2.7,20142,48.3,junior,part_time,no,1
0.815,2.7,26526,41.8,junior,full_time,no,0
0.148,1.8,24005,41.6,junior,full_time,yes,1
0.486,1.9,30230,73.0,junior,full_time,no,1
0.069,2.4,21587,98.1,junior,part_time,no,0
0.426,5.7,34282,47.8,mid,part_time,no,1
0.502,4.9,39536,75.7,mid,full_time,no,1
0.143,2.4,30469,87.8,junior,full_time,no,0
0.413,5.9,26009,93.6,mid,part_time,no,1
0.241,7.9,68845,54.0,senior,full_time,yes,1
0.258,6.8,25465,36.1,mid,internship,no,1
0.762,5.8,27865,68.2,mid,part_time,no,1
0.688,1.2,32749,20.7,junior,full_time,yes,1
0.895,10.8,70455,36.6,senior,full_time,no,1
0.493,2.5,13388,44.6,junior,internship,no,0
0.425,1.2,20935,150.7,junior,internship,yes,0
0.383,7.2,42794,53.9,senior,part_time,no,1
0.141,4.4,41523,6.1,mid,full_time,no,1
0.793,3.5,34111,62.9,mid,full_time,yes,1
0.221,2.8,46514,114.0,mid,full_time,yes,1
0.51,0.8,36644,74.1,mid,full_time,no,1
0.481,1.7,21171,18.9,junior,full_time,no,1
0.584,1.7,28918,87.5,junior,full_time,no,0
0.521,0.6,32467,59.1,junior,full_time,yes,1
0.211,0.8,27424,11.2,junior,full_time,yes,0
0.245,2.8,65477,17.5,senior,full_time,no,0
0.094,3.7,34167,42.5,junior,full_time,no,0
0.153,4.8,38673,31.6,mid,full_time,no,0
0.179,3.9,39825,14.9,mid,full_time,yes,1
0.249,4.0,26900,5.4,mid,internship,no,1
0.619,6.0,23885,20.0,mid,internship,no,1
0.377,4.3,46987,105.7,mid,full_time,no,0
0.653,4.8,62415,33.1,senior,full_time,yes,1
0.479,7.3,35739,21.9,mid,full_time,no,1
0.35,9.0,43731,20.7,senior,part_time,no,0
0.433,7.5,67474,105.8,senior,full_time,no,1
0.307,3.6,27995,52.6,mid,internship,yes,0
0.497,0.6,19609,180.3,junior,internship,yes,1
0.259,3.0,43944,55.3,mid,full_time,no,0
0.219,1.9,20247,131.7,junior,internship,yes,1
0.365,2.6,39874,19.4,mid,full_time,no,1
0.143,5.9,28800,35.0,senior,internship,no,1
0.726,5.6,26786,48.4,mid,part_time,yes,1
0.5,6.2,36914,140.6,mid,full_time,no,0
0.666,2.1,21227,93.3,junior,full_time,no,0
0.648,13.9,45451,123.4,senior,part_time,yes,1
0.395,1.4,24761,22.0,junior,full_time,no,0
0.478,2.2,34324,43.0,junior,freelance,no,0
0.149,1.8,33230,34.0,junior,freelance,no,0
0.362,0.6,34120,63.3,junior,full_time,yes,1
0.181,3.6,37661,34.6,mid,full_time,no,0
0.669,2.9,43306,40.0,mid,full_time,no,0
0.281,2.0,33446,63.2,junior,full_time,yes,0
0.198,1.0,26212,8.5,junior,full_time,no,0
0.305,3.2,26442,15.9,junior,full_time,no,0
0.101,1.9,32836,79.4,junior,full_time,no,1
0.13,0.8,19754,84.0,junior,part_time,no,0
0.674,6.8,47016,40.9,mid,full_time,no,1
0.296,1.8,22815,30.8,junior,full_time,no,1
0.149,0.6,33667,32.5,junior,full_time,no,1
0.431,1.8,25401,104.1,junior,part_time,no,1
0.668,1.3,24653,113.8,junior,full_time,no,0
0.172,0.7,14321,93.6,junior,internship,no,0
0.659,0.7,23656,45.0,junior,full_time,no,1
0.339,11.1,63272,30.6,senior,full_time,no,1
0.255,3.9,22527,62.3,junior,full_time,no,1
0.439,2.3,37030,58.5,mid,full_time,yes,1
0.782,6.0,37611,27.1,mid,full_time,no,0
0.152,1.6,32469,60.6,junior,full_time,yes,0
0.335,3.6,24990,42.0,mid,part_time,no,0
0.407,5.1,36305,41.1,mid,part_time,no,0
0.384,8.9,68201,37.6,senior,full_time,no,0
0.827,1.1,33451,43.0,junior,full_time,yes,1
0.405,0.9,29207,22.5,junior,full_time,no,1
0.108,2.0,27402,41.7,junior,part_time,yes,0
0.548,6.1,26480,48.7,mid,part_time,no,1
0.689,5.2,46789,27.8,mid,full_time,no,1
0.38,0.9,38645,5.6,junior,full_time,no,1
0.408,0.4,27918,77.6,junior,full_time,yes,1
0.434,9.6,64806,8.9,senior,full_time,no,0
0.596,1.5,24775,33.1,junior,full_time,no,1
0.336,4.1,42232,16.0,mid,full_time,no,1
0.25,6.6,42652,33.4,mid,full_time,no,1
0.454,1.5,19729,82.0,junior,full_time,no,0
0.018,1.1,30982,130.5,junior,full_time,yes,1
0.607,0.6,32724,41.7,junior,full_time,yes,1
0.428,8.3,61916,28.8,senior,full_time,no,1
0.283,1.1,26515,53.4,junior,full_time,no,0
0.609,1.0,24599,74.0,junior,part_time,yes,1
0.433,0.9,28948,87.5,junior,freelance,no,0
0.151,1.8,30601,80.8,junior,full_time,no,0
0.471,4.9,24794,5.9,mid,internship,yes,1
0.323,3.7,36172,48.2,junior,full_time,no,1
0.366,10.0,47851,85.9,mid,freelance,no,0
0.182,1.9,40132,14.4,mid,full_time,no,0
0.688,5.9,51077,71.0,senior,part_time,yes,0
0.778,2.8,28405,23.0,junior,full_time,no,1
0.789,11.6,70712,137.5,senior,full_time,no,1
0.638,1.9,47528,48.2,mid,full_time,no,1
0.148,3.4,18447,177.2,junior,part_time,no,0
0.11,6.0,30827,33.4,mid,part_time,no,1
0.389,11.1,64519,5.2,senior,full_time,yes,0
0.402,0.9,24949,29.9,junior,full_time,no,0
0.771,4.1,53587,23.4,senior,full_time,no,1
0.197,4.5,55660,25.7,mid,freelance,yes,0
0.391,5.7,40914,35.7,mid,full_time,yes,1
0.684,9.6,63439,58.9,senior,full_time,no,1
0.22,3.2,37696,56.8,junior,full_time,no,1
0.369,9.8,64709,77.2,senior,full_time,yes,1
0.281,1.7,28199,63.3,junior,full_time,yes,1
0.278,2.9,42935,61.8,mid,full_time,no,1
0.736,4.6,33628,10.5,mid,part_time,yes,1
0.258,2.5,18835,45.8,junior,part_time,no,0
0.565,2.0,24931,17.2,junior,part_time,no,0
0.468,1.2,28562,19.5,junior,full_time,no,0
0.176,2.2,28393,26.8,junior,full_time,no,0
0.176,2.0,25642,84.2,junior,full_time,no,0
0.12,0.0,27543,50.9,junior,full_time,no,1
0.049,1.4,31411,71.4,junior,full_time,no,1
0.442,2.4,31423,36.7,junior,full_time,no,1
0.426,5.2,40498,58.3,mid,full_time,no,1
0.727,3.7,39291,10.9,mid,full_time,no,1
0.147,4.8,45075,28.2,mid,full_time,no,0
0.283,1.8,29055,22.5,junior,full_time,no,0
0.488,8.2,70019,77.9,senior,full_time,yes,0
0.439,2.5,38609,144.8,mid,full_time,no,0
0.59,2.0,21555,176.6,junior,part_time,yes,1
0.52,0.7,31078,23.7,junior,full_time,no,0
0.627,5.1,20608,38.5,mid,internship,no,1
0.191,1.8,28235,19.0,junior,part_time,yes,1
0.81,6.7,54006,61.8,mid,freelance,no,1
0.93,14.2,48037,62.2,senior,part_time,no,1
0.309,1.4,20311,64.6,junior,part_time,no,0
0.36,1.3,33324,31.2,junior,freelance,no,1
0.906,14.0,65595,56.5,senior,full_time,no,1
0.499,2.6,52551,53.1,mid,freelance,no,1
0.412,0.8,29117,13.5,junior,freelance,no,0
0.423,8.1,61954,2.6,senior,full_time,no,1
1.0,8.4,49698,25.4,senior,part_time,no,0
0.458,2.6,34177,41.2,mid,part_time,yes,0
0.659,6.3,31374,46.2,mid,part_time,no,1
0.254,2.4,24134,8.6,junior,part_time,no,0
0.584,1.8,33626,52.1,junior,full_time,yes,1
0.73,2.5,44615,30.8,mid,full_time,no,1
0.698,1.7,29299,47.3,junior,full_time,no,1
0.634,5.8,41242,109.5,mid,full_time,no,0
0.479,8.1,50475,49.4,senior,part_time,yes,1
0.805,3.6,16218,123.3,junior,part_time,no,1
0.492,4.6,37837,62.2,mid,full_time,no,0
0.131,2.0,37572,111.0,junior,freelance,yes,1
0.779,7.5,71138,5.5,senior,full_time,no,1
0.332,2.7,27418,101.6,junior,freelance,no,1
0.421,3.9,25706,93.0,mid,internship,yes,1
0.091,6.7,36664,27.8,mid,full_time,no,0
0.46,1.8,21630,71.4,junior,internship,yes,1
0.382,5.9,41942,15.0,mid,full_time,no,1
0.435,4.9,50817,27.8,mid,full_time,no,0
0.187,1.3,20872,16.7,mid,internship,no,1
0.573,5.6,40216,2.3,mid,full_time,no,1
0.222,6.7,66399,21.5,senior,full_time,no,0
0.372,1.1,32003,54.1,junior,full_time,yes,0
0.359,2.9,44839,48.5,mid,full_time,no,1
0.51,0.4,32249,93.4,junior,full_time,yes,1
0.346,4.2,41209,50.5,mid,full_time,no,0
0.39,4.5,46709,9.3,mid,full_time,yes,1
0.429,1.7,35782,58.3,junior,full_time,no,1
0.463,0.0,23804,51.7,junior,part_time,no,0
0.653,10.3,64087,193.0,senior,full_time,yes,0
0.469,1.8,23124,114.7,junior,part_time,yes,0
0.767,7.3,36408,123.9,mid,full_time,yes,1
0.341,1.8,24088,231.4,junior,part_time,yes,0
0.414,13.9,68914,50.7,senior,freelance,no,1
0.761,1.3,30514,23.3,junior,full_time,no,1
0.512,1.4,27859,20.0,junior,full_time,no,1
0.678,12.9,70467,112.3,senior,full_time,yes,1
0.584,11.0,65170,19.7,senior,full_time,no,1
0.253,0.2,32947,29.0,junior,full_time,no,1
0.143,4.1,44004,64.7,mid,full_time,no,0
0.702,2.4,36301,22.5,mid,part_time,yes,1
0.785,3.0,73406,21.3,senior,freelance,no,1
0.201,2.9,27311,67.7,junior,full_time,yes,0
0.73,6.7,37122,39.8,mid,full_time,no,1
0.601,5.6,38019,31.4,mid,full_time,no,1
0.248,5.6,42339,80.6,mid,full_time,no,0
0.401,6.7,32674,110.1,mid,part_time,yes,0
0.374,7.1,44667,66.5,mid,full_time,yes,1
0.356,1.2,12988,94.0,junior,internship,no,0
0.367,4.3,65596,41.0,senior,full_time,no,0
0.385,11.7,40463,40.7,senior,internship,no,0
0.341,3.2,43518,37.3,mid,full_time,no,0
0.443,0.5,28980,72.2,junior,full_time,yes,1
0.27,2.0,29001,118.7,junior,full_time,no,0
0.739,2.4,46354,18.1,mid,full_time,no,1
0.429,1.6,21609,7.2,junior,part_time,no,1
0.836,13.0,33932,20.8,senior,internship,no,1
0.153,1.1,19217,75.4,junior,part_time,no,0
0.259,5.8,21196,51.4,mid,internship,no,1
0.45,10.4,64958,134.8,senior,full_time,yes,1
0.676,1.0,23764,15.7,junior,part_time,no,1
0.42,1.5,34792,53.6,junior,full_time,yes,1
0.699,4.1,41830,155.3,mid,full_time,yes,1
0.078,4.2,38842,39.4,mid,full_time,no,0
0.416,2.8,24394,37.6,junior,full_time,yes,1
0.002,2.8,55792,72.6,mid,freelance,yes,1
0.199,8.2,68383,78.8,senior,full_time,no,0
0.153,5.4,21409,11.1,mid,internship,yes,0
0.563,2.0,28491,65.7,junior,full_time,no,1
0.596,1.5,33750,11.1,junior,full_time,yes,0
0.461,2.4,15177,8.0,junior,internship,no,1
0.317,1.5,31019,62.5,junior,full_time,no,0
0.241,1.9,21084,265.1,junior,part_time,yes,0
0.535,5.1,22066,226.3,mid,internship,no,0
0.489,1.7,12359,66.4,junior,part_time,yes,1
0.853,12.4,65534,53.1,senior,full_time,yes,1
0.759,2.1,19124,70.4,junior,part_time,no,1
0.237,1.1,30661,77.7,junior,full_time,yes,0
0.286,4.3,44134,94.2,mid,full_time,yes,0
0.519,10.9,65692,35.2,senior,full_time,no,0
0.297,0.4,31334,37.3,junior,full_time,no,1
0.298,2.4,19819,142.7,junior,full_time,no,0
0.321,3.0,27827,56.4,junior,full_time,no,0
0.599,2.4,37906,41.4,mid,full_time,no,0
0.708,6.3,38880,25.3,mid,full_time,yes,0
0.595,0.4,32149,112.3,junior,freelance,yes,1
0.648,1.7,21076,45.5,junior,part_time,no,1
0.444,4.9,43758,7.0,mid,full_time,no,1
0.249,11.8,78518,44.8,senior,freelance,yes,1
0.26,6.2,40367,252.8,mid,full_time,yes,1
0.041,1.3,41310,64.9,mid,full_time,no,1
0.4,1.1,26030,105.0,junior,part_time,no,1
0.432,2.4,33649,101.3,junior,full_time,no,0
0.128,1.7,26926,22.1,junior,full_time,no,1
0.117,4.6,42325,56.0,mid,full_time,no,0
0.473,4.4,61863,9.3,senior,full_time,no,1
0.484,9.9,68595,70.6,senior,full_time,no,1
0.467,13.4,73106,17.0,senior,full_time,no,0
0.792,10.3,63127,82.7,senior,full_time,no,1
0.392,11.4,69117,57.2,senior,full_time,no,1
0.263,4.8,31418,73.0,junior,full_time,yes,0
0.315,1.2,28253,5.7,junior,full_time,yes,1
0.022,3.0,19194,42.1,junior,part_time,yes,0
0.084,3.4,51934,72.6,mid,full_time,yes,0
0.861,3.1,31522,17.9,junior,full_time,yes,1
0.137,9.1,68355,6.8,senior,full_time,no,1
0.562,4.6,22360,78.1,mid,internship,no,1
0.06,5.9,42214,4.3,mid,full_time,no,0
0.024,2.0,23741,19.7,junior,full_time,no,0
0.312,1.5,30663,10.8,junior,full_time,no,0
0.034,1.6,26689,154.5,junior,full_time,no,0
0.326,9.3,73400,85.4,senior,freelance,yes,0
0.62,5.1,40268,95.3,mid,full_time,yes,1
0.297,4.5,51697,55.1,mid,full_time,yes,1
0.404,1.5,26959,55.9,junior,full_time,no,0
0.195,2.6,30129,5.3,junior,full_time,yes,1
0.604,0.6,24658,201.3,junior,full_time,yes,0
0.521,4.5,47638,43.0,mid,freelance,no,1
0.124,2.2,26703,30.4,mid,part_time,no,0
0.301,1.3,33501,181.9,junior,freelance,no,0
0.63,12.5,61813,37.9,senior,full_time,no,1
0.113,1.2,18193,176.1,junior,internship,no,0
0.218,7.3,58736,156.5,senior,full_time,no,0
0.113,0.0,30954,14.3,junior,freelance,yes,1
0.812,2.4,32119,95.8,junior,full_time,no,1
0.3,7.1,70366,106.1,senior,full_time,no,1
0.196,2.6,15883,44.9,junior,internship,yes,1
0.109,0.9,19641,22.8,junior,part_time,no,1
0.199,3.1,31908,56.1,mid,part_time,no,1
0.283,2.5,35182,90.6,junior,full_time,no,0
0.163,6.2,22160,5.3,mid,internship,no,1
0.871,7.8,65012,75.4,senior,full_time,no,1
0.237,9.1,63265,106.9,senior,full_time,yes,1
0.298,0.0,26468,90.5,junior,full_time,yes,0
0.108,3.7,43542,66.6,mid,full_time,no,0
0.151,1.5,31126,63.1,junior,full_time,no,0
0.168,1.4,29058,20.5,junior,full_time,no,1
0.879,1.6,35107,4.3,junior,freelance,no,1
0.352,5.0,61498,68.3,senior,full_time,no,1
0.274,10.8,63101,32.3,senior,full_time,yes,0
0.555,6.2,46040,31.8,mid,full_time,yes,1
0.664,5.7,40333,29.2,mid,full_time,no,1
0.513,5.8,18989,66.2,mid,internship,no,0
0.205,5.0,43970,67.4,mid,full_time,yes,0
0.079,3.8,42300,23.8,mid,full_time,no,0
0.553,4.3,41336,70.8,mid,full_time,no,1
0.498,1.6,34395,24.2,junior,full_time,yes,1
0.047,1.4,34561,4.9,junior,full_time,no,0
0.143,8.6,68359,76.3,senior,full_time,no,0
0.477,5.5,43503,27.1,mid,full_time,no,1
0.339,11.1,69830,52.0,senior,full_time,no,1
0.393,1.1,28552,15.1,junior,full_time,no,1
0.434,1.3,49071,66.5,mid,freelance,yes,1
0.557,1.4,25957,62.2,junior,full_time,no,1
0.319,2.9,18262,45.1,junior,part_time,no,0
0.613,0.9,31248,58.4,junior,full_time,no,0
0.411,3.8,15743,135.5,junior,part_time,no,1
0.454,3.7,34742,113.6,senior,internship,yes,1
0.296,0.9,26762,27.4,junior,full_time,no,0
0.176,6.4,18867,41.3,mid,internship,yes,0
0.432,3.7,22423,56.8,mid,internship,yes,1
0.696,1.7,32528,14.7,junior,freelance,no,1
0.412,4.4,45595,50.5,mid,full_time,no,0
0.603,2.1,26229,24.0,junior,full_time,no,0
0.599,11.1,65352,123.1,senior,full_time,no,1
0.638,12.3,61720,82.9,senior,full_time,yes,1
0.754,4.4,39002,150.7,mid,full_time,yes,1
0.298,4.4,25782,87.6,mid,part_time,yes,0
0.43,1.2,31426,39.0,junior,full_time,no,1
0.761,10.1,63852,162.0,senior,full_time,no,0
0.264,2.9,29613,38.6,junior,full_time,yes,0
0.601,2.0,34032,31.6,junior,freelance,no,1
0.463,1.3,18230,85.0,junior,internship,no,0
0.245,2.5,49019,5.3,mid,full_time,no,1
0.276,4.7,31355,29.8,mid,part_time,no,1
0.376,5.4,40770,126.1,mid,full_time,yes,0
0.189,1.4,44444,40.9,mid,full_time,no,0
0.415,2.9,36270,32.7,junior,full_time,no,1
0.21,9.1,65063,108.8,senior,full_time,yes,1
0.297,2.5,46967,123.4,mid,freelance,yes,0
0.139,5.8,22558,38.9,mid,part_time,no,1
0.028,0.5,20765,20.0,junior,full_time,no,0
0.574,11.2,81960,159.2,senior,freelance,yes,1
0.038,0.9,27393,81.3,junior,full_time,no,1
0.82,2.1,17018,22.4,junior,part_time,no,1
0.489,5.6,43271,140.0,mid,full_time,yes,1
0.555,2.3,37945,41.8,junior,full_time,yes,0
0.512,1.8,15415,16.6,junior,internship,no,1
0.447,4.9,29801,49.1,mid,internship,no,1
0.082,1.4,25561,31.6,junior,full_time,yes,0
0.448,12.2,70111,59.1,senior,full_time,no,1
0.489,1.2,26036,40.3,junior,full_time,no,0
0.469,3.5,39306,15.0,mid,full_time,no,0
0.73,5.6,20505,141.8,mid,internship,yes,1
0.391,2.7,42126,64.4,mid,full_time,yes,1
0.586,4.3,46676,65.7,mid,full_time,yes,1
0.285,2.5,29814,88.8,mid,part_time,no,0
0.467,10.3,68744,44.0,senior,full_time,no,1
0.435,2.6,29689,38.3,junior,freelance,no,1
0.49,1.7,21343,24.5,junior,part_time,yes,0
0.464,4.3,40142,41.4,mid,full_time,no,0
0.617,10.5,71342,118.7,senior,full_time,no,1
0.409,0.6,29811,17.4,junior,full_time,no,1
0.244,3.0,32495,81.8,mid,part_time,no,1
0.325,13.1,64024,13.7,senior,full_time,no,0
0.171,5.6,47709,27.5,mid,freelance,yes,0
0.612,10.9,73469,32.8,senior,freelance,yes,1
0.535,5.1,46627,59.8,mid,full_time,no,1
0.083,3.6,37609,45.5,mid,full_time,yes,1
0.576,0.6,27572,46.6,junior,full_time,yes,0
0.653,7.0,51839,14.5,senior,part_time,no,1
0.445,3.0,15766,11.0,junior,part_time,yes,0
0.462,6.1,23724,98.5,mid,internship,no,0
0.495,0.8,12353,59.5,junior,internship,no,0
0.165,3.1,42093,6.0,mid,full_time,no,1
0.657,4.4,49159,107.3,mid,freelance,yes,0
0.133,3.6,34108,63.8,mid,full_time,no,0
0.305,12.2,50983,43.8,senior,part_time,no,0
0.321,1.8,24543,8.7,junior,full_time,no,0
0.108,5.6,40080,135.8,mid,full_time,no,0
0.149,2.9,32377,43.5,junior,freelance,no,0
0.416,2.0,30155,199.0,junior,full_time,yes,0
0.203,5.5,44826,24.5,mid,full_time,yes,0
0.586,0.7,18168,48.8,junior,internship,no,1
0.025,0.5,19363,36.8,junior,full_time,no,1
0.432,6.5,43690,51.4,mid,full_time,no,1
0.453,4.6,43298,60.7,mid,full_time,yes,0
0.473,0.1,41323,119.8,mid,full_time,yes,0
0.543,3.4,28919,18.0,junior,full_time,no,0
0.376,0.5,18622,14.9,junior,internship,no,1
0.56,0.9,25772,135.5,junior,full_time,yes,1
0.477,3.9,46907,45.1,mid,full_time,no,1
0.744,8.7,78762,9.4,senior,freelance,no,1
0.488,1.9,30135,43.8,junior,full_time,yes,1
0.643,6.8,18819,31.1,mid,internship,no,1
0.357,1.3,36382,124.4,junior,full_time,yes,1
0.419,2.1,33195,16.5,junior,freelance,no,1
0.251,0.0,22149,20.0,junior,part_time,yes,0
0.017,1.3,21398,22.4,junior,part_time,no,0
0.689,4.0,51683,3.5,mid,freelance,yes,1
0.439,9.1,68244,301.6,senior,full_time,no,0
0.411,2.2,32112,53.4,junior,freelance,no,1
0.606,1.6,18750,103.3,mid,internship,no,0
0.418,5.2,35122,25.0,mid,part_time,no,0
